"record_id","year_of_birth","profession","q1_2022","q2_2022","q3_2022","q4_2022","q4_coded_2022","q4_improvements_2022","q1_2023","q2_2023","q3_2023","q4_2023","q4_coded_2023","q4_improvements_2023","q1_2024","q2_2024","q3_2024","q4_2024","q4_coded_2024","q4_improvements_2024","female","male","nonbinary","a_gender_not_listed","White","Black_or_African_American","Asian","American_Indian_or_Alaska_Native","Native_Hawaiian_or_Other_Pacific_Islander","Hispanic_or_Latino","zip_code","major_city","county","state"
"272","1988","Artist","1","28.8","-1","It was decent, but I think it would benefit from some improvements in the presentation and materials.","Improvement",NA,"2","76","-2","I really appreciated the program. It would be even better with more diverse perspectives included.","Improvement",NA,"0","0.3","1","The program was extremely effective. The content was delivered perfectly, and I feel much more confident in the material.","Neutral","Content Depth","1","0","1","0","0","1","0","0","0","0","'72464","Saint Francis","Clay County","AR"
"273","1983","Teacher","1","5","0","I’m not sure if I found it helpful, but it wasn’t terrible. I think more real-world application would make it better.","Positive","Real-World Examples","0","48.3","-1","The program was great, but I think a more structured timeline for each module would have been beneficial.","Positive","Pacing","1","74.2","-1","The program was spot-on. I felt like all my learning needs were met, and I feel prepared to apply the material.","Neutral",NA,"1","1","0","1","0","0","0","0","1","1","'58352","Munich","Cavalier County","ND"
"274","1996","Scientist","1","73.4","-2","It wasn’t exactly useful for me, but it wasn’t terrible. More personalization would help.","Positive",NA,"3","86.3","2","I liked the program overall, but it would be more beneficial if it included more diverse learning formats.","Positive",NA,"1","95.9","-2","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"0","1","1","0","0","1","0","0","0","1","'89833","Ruby Valley","Elko County","NV"
"275","1979","Manager","0","36.1","2","The program was OK, but I think it could have used more visual aids to help with understanding.","Neutral",NA,"1","24.5","0","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","0","83.6","-2","I had an incredible experience with the program. The content was clear, engaging, and well-paced.","Engagement","Content Depth","0","0","1","0","1","0","0","0","0","0","'27515","Chapel Hill","Orange County","NC"
"276","1987","Teacher","3","89.2","1","I didn't find the program all that helpful, but it wasn’t bad either. Some more detailed examples could have helped.","Positive","Content Depth","3","0.2","1","I liked the program overall, but it would be more beneficial if it included more diverse learning formats.","Positive",NA,"1","60.5","-2","It was a wonderful experience. Everything from the material to the pace was on point, and I feel fully prepared.","Neutral",NA,"0","1","1","1","0","0","0","1","0","0","'33013","Hialeah","Miami-Dade County","FL"
"277","1976","Manager","0","94.1","-2","The program was OK, but I didn’t feel that it addressed my specific needs.","Neutral",NA,"0","33.6","1","I feel like the program was very useful. More engagement in certain sections would help retain attention.","Positive","Interactivity","0","81.7","1","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"0","1","0","1","0","0","0","1","0","0","'94122","San Francisco","San Francisco County","CA"
"278","1976","Manager","0","88.3","1","The content was helpful, but I think it could have been better organized with a clearer structure.","Positive","Content Depth","3","90","-1","It was a great program. More personalized feedback would help me understand the material better.","Improvement","Feedback","3","79.8","0","I loved the program! It was highly informative and organized, and I feel much more knowledgeable.","Neutral",NA,"1","1","0","0","0","1","1","1","0","0","'64746","Freeman","Cass County","MO"
"279","1989","Scientist","0","11.2","-2","I think the program is good, but it could be improved by allowing more time for questions and discussion.","Improvement","Pacing","2","10.5","0","I found the program very beneficial. It was well-organized, though adding more real-world examples would be valuable.","Positive","Content Depth","2","86.1","0","The program was amazing! I learned so much and everything was very well-organized.","Positive",NA,"0","0","1","0","0","0","0","0","1","0","'10006","New York","New York County","NY"
"280","1981","Teacher","2","22.1","2","I felt the program was OK, but there could have been more individual support.","Neutral",NA,"3","7.8","-2","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"2","53.6","1","I loved the program! It was highly informative and organized, and I feel much more knowledgeable.","Neutral",NA,"0","0","0","1","1","0","0","0","0","0","'34769","Saint Cloud","Osceola County","FL"
"281","1998","Scientist","3","34.3","2","The program wasn’t bad, but it could use more structured materials to help guide participants.","Neutral",NA,"1","83","2","The content was clear and useful, but a bit more focus on practical applications would have been nice.","Positive","Content Depth","1","44.2","1","I couldn’t have asked for a better program. It was well-structured, and I feel more prepared after completing it.","Improvement",NA,"1","1","0","0","0","0","0","1","0","0","'16735","Kane","McKean County","PA"
"282","1988","Manager","1","10.1","1","I didn’t find the program that helpful, but it wasn’t a waste of time either.","Positive","Pacing","0","83.8","2","I liked the program overall, but it would be more beneficial if it included more diverse learning formats.","Positive",NA,"2","27.1","-2","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"1","0","1","0","1","0","0","0","1","0","'87103","Albuquerque","Bernalillo County","NM"
"283","1982","Teacher","0","85.9","-2","It’s an OK program. More opportunities for feedback would have been helpful.","Positive","Feedback","3","99.9","-1","The program was very helpful, and I learned a lot. A few more interactive activities would improve it further.","Positive","Interactivity","2","15.3","2","It was an excellent program. The material was engaging, and I feel confident applying what I’ve learned.","Positive",NA,"1","0","0","1","0","0","0","0","1","1","'61749","Kenney","De Witt County","IL"
"284","1976","Artist","0","81.4","2","The program was OK, but I would have liked more practical demonstrations of the concepts.","Neutral",NA,"0","17.6","2","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"2","18.2","0","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"0","1","0","0","0","0","1","0","0","1","'45012","Hamilton","Butler County","OH"
"285","1991","Artist","1","43.1","2","The program wasn’t bad, but it could use more structured materials to help guide participants.","Neutral",NA,"2","39.2","1","The program was great, but I think a more structured timeline for each module would have been beneficial.","Positive","Pacing","1","3.3","-1","I had an incredible experience with the program. The content was clear, engaging, and well-paced.","Engagement","Content Depth","0","1","0","0","0","0","0","0","0","1","'40143","Hardinsburg","Breckinridge County","KY"
"286","1995","Engineer","3","89.4","0","It was decent, but it wasn’t very engaging. More interactive workshops would be appreciated.","Engagement","Interactivity","3","34.6","-2","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"1","7.7","1","The program was fantastic. I feel it met all my learning needs and was incredibly informative.","Positive",NA,"1","1","0","0","1","0","0","0","0","0","'68123","Bellevue","Sarpy County","NE"
"287","1986","Artist","0","15.9","2","The program was fine, but I didn’t feel it was that engaging. More activities would be helpful.","Positive",NA,"3","63.8","-2","I thought the program was helpful, but adding more practical exercises would improve the learning experience.","Positive",NA,"2","98.9","-1","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"0","0","0","1","1","0","0","0","0","0","'49664","Maple City","Leelanau County","MI"
"288","1989","Scientist","1","16.4","-2","The program was fine, but I felt like it lacked real-world application. More case studies would be great.","Neutral","Real-World Examples","2","65","2","It was a great program. More personalized feedback would help me understand the material better.","Improvement","Feedback","3","23.8","0","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"1","0","1","0","0","1","0","0","1","0","'22529","Oldhams","Westmoreland County","VA"
"289","1978","Teacher","1","22.6","0","The content was helpful, but I think it could have been better organized with a clearer structure.","Positive","Content Depth","2","43.8","0","I found the program to be very informative, but the pace was a bit quick. More time for questions would help.","Neutral","Pacing","2","54","2","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"1","0","0","0","0","0","1","0","1","0","'70054","Gretna","Jefferson Parish","LA"
"290","1989","Artist","3","80.9","0","I didn't find the program all that helpful, but it wasn’t bad either. Some more detailed examples could have helped.","Positive","Content Depth","2","11.2","0","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"0","90.9","1","It was a truly great program. It was well-organized, informative, and really helped me build my skills.","Neutral",NA,"0","1","0","0","0","0","0","0","0","1","'19438","Harleysville","Montgomery County","PA"
"291","1999","Teacher","0","37.2","2","The program was OK, but I think it could be improved by including more interactive elements.","Improvement","Interactivity","0","47.5","1","I enjoyed the program, but I felt some sections were rushed and could use more time for explanation.","Neutral","Pacing","2","25.7","0","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"0","1","1","1","1","0","0","0","0","0","'62947","Herod","Hardin County","IL"
"292","1992","Artist","3","38.9","-2","The program was OK, but I think it could be improved by including more interactive elements.","Improvement","Interactivity","2","35.6","-1","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"1","75.3","-2","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"0","0","0","1","0","1","0","0","0","1","'94541","Hayward","Alameda County","CA"
"293","1994","Teacher","3","68.7","-1","I think the program could be improved by making it more interactive and engaging with real-world examples.","Improvement","Interactivity","1","75.9","-2","The content was clear and useful, but a bit more focus on practical applications would have been nice.","Positive","Content Depth","3","23","0","It was an excellent program. The material was engaging, and I feel confident applying what I’ve learned.","Positive",NA,"0","0","1","0","0","1","0","0","0","0","'48744","Mayville","Tuscola County","MI"
"294","1998","Artist","2","47.5","2","It was OK, but I think it could be better with clearer examples and more detailed instructions.","Improvement","Content Depth","3","54.6","1","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","2","29","1","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"0","0","1","1","1","0","1","0","0","0","'15272","Pittsburgh","Allegheny County","PA"
"295","1996","Teacher","2","35.1","0","I found the program helpful, but it could use some tweaks, especially with pacing and content depth.","Positive","Content Depth","1","79.9","0","I enjoyed the program, but I felt some sections were rushed and could use more time for explanation.","Neutral","Pacing","1","99.6","-2","The program was fantastic. I feel it met all my learning needs and was incredibly informative.","Positive",NA,"0","1","0","1","1","0","0","1","0","0","'05675","Washington","Orange County","VT"
"296","1988","Manager","3","14.5","0","I appreciate the program, but it needs more hands-on activities to really keep participants engaged.","Neutral","Interactivity","1","94","0","The program was excellent overall, but a few more hands-on activities would make it even more effective.","Neutral","Interactivity","0","88.6","-2","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"0","1","0","0","0","0","0","0","1","0","'80938","Colorado Springs","El Paso County","CO"
"297","1997","Artist","2","78.2","0","The program had its ups and downs, but overall, I found it helpful for basic understanding.","Positive",NA,"1","62.3","2","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"0","41.8","0","The program was extremely effective. The content was delivered perfectly, and I feel much more confident in the material.","Neutral","Content Depth","0","1","0","1","1","0","0","0","1","0","'35565","Haleyville","Winston County","AL"
"298","1985","Artist","0","81.6","2","It’s an OK program, but I would suggest improving the pace and adding more time for questions.","Improvement","Pacing","1","47.8","2","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","1","5.5","-1","I had an incredible experience with the program. The content was clear, engaging, and well-paced.","Engagement","Content Depth","0","1","0","1","0","0","0","1","1","1","'70668","Vinton","Calcasieu Parish","LA"
"299","1980","Artist","0","61.6","-2","I appreciate the effort, but the program felt too broad and could be more focused on specific needs.","Neutral",NA,"3","41.7","2","It was a great experience overall. The content was engaging, but a bit more depth on certain topics could be helpful.","Positive","Content Depth","1","79.2","0","The program was spot-on. I felt like all my learning needs were met, and I feel prepared to apply the material.","Neutral",NA,"1","1","0","0","0","0","0","1","1","0","'26731","Lahmansville","Grant County","WV"
"300","1984","Artist","2","52.4","1","It was decent, but it wasn’t very engaging. More interactive workshops would be appreciated.","Engagement","Interactivity","1","8.4","0","I liked the program overall, but it would be more beneficial if it included more diverse learning formats.","Positive",NA,"0","52.9","-1","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"1","0","0","0","1","0","0","0","1","0","'48818","Crystal","Montcalm County","MI"
"301","1997","Scientist","0","98.7","-1","I think the program is good, but it could be improved by allowing more time for questions and discussion.","Improvement","Pacing","3","79.8","2","It was a great experience overall. The content was engaging, but a bit more depth on certain topics could be helpful.","Positive","Content Depth","0","49.4","-2","I couldn’t have asked for a better program. It was well-structured, and I feel more prepared after completing it.","Improvement",NA,"1","0","1","1","0","1","0","0","0","0","'97206","Portland","Multnomah County","OR"
"302","1990","Artist","0","82.3","-2","The program was OK, but I would have liked more practical demonstrations of the concepts.","Neutral",NA,"1","74.8","0","It was a good program. A more interactive approach would help keep participants engaged longer.","Engagement","Interactivity","3","84.3","-2","I couldn’t have asked for a better program. It was well-structured, and I feel more prepared after completing it.","Improvement",NA,"1","1","0","0","1","1","0","0","0","0","'62769","Springfield","Sangamon County","IL"
"303","1999","Teacher","1","68.2","0","It was fine overall, but I feel it lacked more interactive elements to make it more engaging.","Engagement","Interactivity","1","59.4","0","The content was clear and useful, but a bit more focus on practical applications would have been nice.","Positive","Content Depth","1","77.9","1","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"0","0","1","0","1","0","1","0","0","0","'94162","San Francisco","San Francisco County","CA"
"304","1987","Engineer","1","68.6","-1","It could use some adjustments. Some sections were very helpful, but others felt like a waste of time.","Positive","Pacing","0","33.6","2","The program was fantastic. Some slight improvements in pacing and content depth would make it even better.","Positive","Content Depth","1","73.7","-1","I couldn’t have asked for a better program. It was well-structured, and I feel more prepared after completing it.","Improvement",NA,"1","0","1","0","0","0","0","1","0","1","'95832","Sacramento","Sacramento County","CA"
"305","1994","Scientist","2","45.7","1","I liked the program, but I think it could use more focus on problem-solving and hands-on exercises.","Neutral","Interactivity","1","34.9","-2","The program was very helpful, and I learned a lot. A few more interactive activities would improve it further.","Positive","Interactivity","2","44","-2","I had an incredible experience with the program. The content was clear, engaging, and well-paced.","Engagement","Content Depth","1","0","0","0","1","0","0","1","0","0","'82501","Riverton","Fremont County","WY"
"306","1987","Engineer","1","16.6","1","The program is OK, but I didn’t feel like I learned as much as I had hoped.","Positive",NA,"0","64.6","1","The program was great, but I think a more structured timeline for each module would have been beneficial.","Positive","Pacing","0","41.1","-2","The program was spot-on. I felt like all my learning needs were met, and I feel prepared to apply the material.","Neutral",NA,"0","0","0","1","0","0","1","0","0","0","'95757","Elk Grove","Sacramento County","CA"
"307","1980","Scientist","0","96.9","2","The program was good, but it would be even better with more interactive sessions and group discussions.","Improvement","Interactivity","1","15.2","2","The program was very helpful, and I learned a lot. A few more interactive activities would improve it further.","Positive","Interactivity","2","60.4","-2","The program was fantastic. I feel it met all my learning needs and was incredibly informative.","Positive",NA,"0","0","1","0","0","0","1","0","0","1","'98296","Snohomish","Snohomish County","WA"
"308","1997","Scientist","2","39.5","-1","It’s an OK program, but I would suggest improving the pace and adding more time for questions.","Improvement","Pacing","3","46.4","0","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"0","2.6","1","The program was spot-on. I felt like all my learning needs were met, and I feel prepared to apply the material.","Neutral",NA,"1","1","1","0","0","1","0","1","0","0","'41219","Flatgap","Johnson County","KY"
"309","1980","Teacher","0","20.2","2","It was decent, but I think it would benefit from some improvements in the presentation and materials.","Improvement",NA,"1","15.8","-2","It was a great program. More personalized feedback would help me understand the material better.","Improvement","Feedback","3","49.6","0","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"1","0","0","0","1","0","0","0","1","0","'80280","Denver","Denver County","CO"
"310","1993","Scientist","0","38.6","1","I appreciate the effort, but the program felt too broad and could be more focused on specific needs.","Neutral",NA,"2","76.9","-1","I found the program very beneficial. It was well-organized, though adding more real-world examples would be valuable.","Positive","Content Depth","0","12.4","2","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"1","0","0","0","1","0","1","0","0","0","'43771","Philo","Muskingum County","OH"
"311","1981","Manager","1","22.2","1","The program was OK, but I think it could be improved by including more interactive elements.","Improvement","Interactivity","3","97.7","1","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"0","21.9","-1","It was an excellent program. The material was engaging, and I feel confident applying what I’ve learned.","Positive",NA,"0","1","0","0","1","0","1","0","0","0","'12966","North Bangor","Franklin County","NY"
"312","1988","Scientist","1","46.8","2","The program is OK, but I didn’t feel like I learned as much as I had hoped.","Positive",NA,"0","32.5","2","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"3","5.8","0","It was a wonderful experience. Everything from the material to the pace was on point, and I feel fully prepared.","Neutral",NA,"1","0","1","1","0","0","0","0","1","1","'14840","Hammondsport","Steuben County","NY"
"313","1988","Engineer","1","1.2","0","It could use some adjustments. Some sections were very helpful, but others felt like a waste of time.","Positive","Pacing","2","83.8","-1","It was a good program. A more interactive approach would help keep participants engaged longer.","Engagement","Interactivity","3","9.6","1","I loved the program! It was highly informative and organized, and I feel much more knowledgeable.","Neutral",NA,"0","0","1","1","1","1","0","0","0","0","'90103","Los Angeles","Los Angeles County","CA"
"314","1990","Engineer","3","51.6","1","I think the program is good, but it could use some improvements in terms of structure and pacing.","Improvement","Pacing","0","90.2","0","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"3","88.3","-1","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"1","1","0","0","0","0","0","1","0","0","'20703","Lanham","Prince George's County","MD"
"315","1983","Scientist","1","94.6","1","I appreciate the effort, but the program felt too broad and could be more focused on specific needs.","Neutral",NA,"3","72.3","2","I liked the program overall, but it would be more beneficial if it included more diverse learning formats.","Positive",NA,"3","55.1","2","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"1","0","0","1","0","1","0","0","0","1","'72389","Wabash","Phillips County","AR"
"316","1991","Engineer","3","85.6","2","It was an OK program. Some of the topics could use more detailed explanations, though.","Neutral",NA,"1","46.7","2","The program was very helpful, and I learned a lot. A few more interactive activities would improve it further.","Positive","Interactivity","2","61.3","-1","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"0","1","0","0","0","0","0","1","0","0","'02117","Boston","Suffolk County","MA"
"317","1989","Scientist","2","26.6","-2","The program was good, but it would be even better with more interactive sessions and group discussions.","Improvement","Interactivity","0","12","2","I found the program to be very informative, but the pace was a bit quick. More time for questions would help.","Neutral","Pacing","0","83.3","1","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"1","0","1","1","1","1","0","0","0","0","'99621","Kwethluk","Bethel Census Area","AK"
"318","1993","Engineer","2","92.1","2","The content was decent, but it could use more depth. Overall, the program is OK for what it is.","Neutral","Content Depth","1","32.5","-1","The program was solid, though I would have liked more feedback during the process to gauge my progress.","Neutral","Feedback","2","94.7","-1","The program was fantastic. I feel it met all my learning needs and was incredibly informative.","Positive",NA,"1","0","0","0","0","1","0","0","0","0","'22205","Arlington","Arlington County","VA"
"319","1993","Artist","3","71.1","0","The program wasn’t bad, but it could use more structured materials to help guide participants.","Neutral",NA,"1","94.3","-1","I enjoyed the program, but I felt some sections were rushed and could use more time for explanation.","Neutral","Pacing","1","12.1","-2","I couldn’t have asked for a better program. It was well-structured, and I feel more prepared after completing it.","Improvement",NA,"1","0","0","0","1","0","0","0","0","1","'47857","Knightsville","Clay County","IN"
"320","1995","Manager","0","8.7","-2","I didn’t find the program that helpful, but it wasn’t a waste of time either.","Positive","Pacing","1","92.8","2","The program was solid, though I would have liked more feedback during the process to gauge my progress.","Neutral","Feedback","2","20.7","1","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"1","0","0","1","0","0","0","0","1","0","'46978","Royal Center","Cass County","IN"
"321","1989","Manager","2","46.2","-1","The material was OK, but the pace was too fast for me to keep up. More time would have been great.","Neutral","Pacing","3","71.1","-2","I found the program very beneficial. It was well-organized, though adding more real-world examples would be valuable.","Positive","Content Depth","0","9","0","It was a wonderful experience. Everything from the material to the pace was on point, and I feel fully prepared.","Neutral",NA,"0","1","0","1","0","1","1","0","0","0","'91121","Pasadena","Los Angeles County","CA"
"322","1981","Engineer","0","72.9","-1","It could use some adjustments. Some sections were very helpful, but others felt like a waste of time.","Positive","Pacing","3","64.8","2","I enjoyed the program, but I felt some sections were rushed and could use more time for explanation.","Neutral","Pacing","3","74.4","-1","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"0","1","1","0","0","1","0","0","0","0","'47649","Francisco","Gibson County","IN"
"323","1991","Engineer","3","16.8","-1","The content was helpful, but I think it could have been better organized with a clearer structure.","Positive","Content Depth","0","43.1","1","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","3","41.2","-1","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"1","0","0","0","1","0","0","0","1","0","'12531","Holmes","Dutchess County","NY"
"324","1983","Teacher","1","0","2","The program was fine, but I felt like it lacked real-world application. More case studies would be great.","Neutral","Real-World Examples","3","87","0","It was a great experience overall. The content was engaging, but a bit more depth on certain topics could be helpful.","Positive","Content Depth","0","12.3","-2","I had an excellent experience. The program was engaging, informative, and provided everything I needed to succeed.","Engagement",NA,"0","0","1","1","1","0","0","0","1","0","'43719","Bethesda","Belmont County","OH"
"325","1995","Teacher","2","59.1","2","The program was OK, but I think it could be a lot better with more hands-on learning opportunities.","Improvement","Interactivity","3","31.7","0","The content was clear and useful, but a bit more focus on practical applications would have been nice.","Positive","Content Depth","0","24.2","-1","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"0","1","1","0","0","1","0","0","0","1","'72207","Little Rock","Pulaski County","AR"
"326","1981","Scientist","1","36.4","-2","I found it helpful, but I think it could benefit from more real-world examples and less theory.","Positive","Content Depth","0","62.2","-2","It was a good experience, but a few more examples of how the material applies in real-life situations would be helpful.","Positive","Content Depth","1","84.9","-1","I couldn’t have asked for a better program. It was well-structured, and I feel more prepared after completing it.","Improvement",NA,"0","1","0","1","0","0","0","0","1","0","'19564","Virginville","Berks County","PA"
"327","1983","Manager","0","36.6","-1","The content was helpful, but I think it could have been organized better for easier understanding.","Positive","Content Depth","0","99.2","0","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","2","47.4","-2","The program was fantastic. I feel it met all my learning needs and was incredibly informative.","Positive",NA,"0","1","0","0","0","0","1","0","0","1","'98588","Tahuya","Mason County","WA"
"328","1995","Teacher","0","16.5","0","The program was decent, but I would have liked more feedback on my progress.","Neutral","Feedback","3","89.3","-1","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"0","47.4","2","The program was amazing! I learned so much and everything was very well-organized.","Positive",NA,"1","0","0","0","0","0","1","0","0","0","'97462","Oakland","Douglas County","OR"
"329","1983","Manager","0","97.8","-1","It was decent, but I think it would benefit from some improvements in the presentation and materials.","Improvement",NA,"1","24.8","0","I thought the program was helpful, but adding more practical exercises would improve the learning experience.","Positive",NA,"1","80.1","-1","I can't think of anything that could have been improved. The program was comprehensive and engaging.","Improvement",NA,"0","0","1","0","1","0","1","0","1","0","'71751","Louann","Ouachita County","AR"
"330","1993","Teacher","3","70.6","-1","It was a decent program, but it could have been a lot better with more activities and fewer lectures.","Improvement",NA,"2","71.7","2","The content was clear and useful, but a bit more focus on practical applications would have been nice.","Positive","Content Depth","3","56.9","2","It was an excellent program. The material was engaging, and I feel confident applying what I’ve learned.","Positive",NA,"0","1","0","1","0","0","1","0","0","1","'79376","Tokio","Yoakum County","TX"
"331","1981","Manager","3","56.7","2","It’s an OK program. More opportunities for feedback would have been helpful.","Positive","Feedback","3","47.5","0","I found the program to be very informative, but the pace was a bit quick. More time for questions would help.","Neutral","Pacing","1","1.6","-2","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"1","0","0","1","0","0","0","0","1","1","'38019","Covington","Tipton County","TN"
"332","1979","Teacher","1","68.8","-2","I didn’t find the program that helpful, but it wasn’t a waste of time either.","Positive","Pacing","2","97.4","-2","I thought the program was helpful, but adding more practical exercises would improve the learning experience.","Positive",NA,"3","77","1","The program was extremely effective. The content was delivered perfectly, and I feel much more confident in the material.","Neutral","Content Depth","0","0","1","0","0","1","0","1","0","0","'15637","Herminie","Westmoreland County","PA"
"333","1986","Teacher","3","47.1","-2","I liked the overall structure, but I felt it could have gone deeper into certain topics.","Neutral",NA,"3","44.2","-2","I found the program very beneficial. It was well-organized, though adding more real-world examples would be valuable.","Positive","Content Depth","2","59.1","0","I couldn’t have asked for a better program. It was well-structured, and I feel more prepared after completing it.","Improvement",NA,"0","1","0","0","0","0","0","1","1","0","'72061","Guy","Faulkner County","AR"
"334","1991","Artist","3","73.8","-1","I found the program helpful, but it could use some tweaks, especially with pacing and content depth.","Positive","Content Depth","0","42.4","2","I thought the program was helpful, but adding more practical exercises would improve the learning experience.","Positive",NA,"0","80.3","-2","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"0","1","0","0","0","0","0","1","0","0","'73157","Oklahoma City","Oklahoma County","OK"
"335","1981","Manager","3","28.8","-2","The content was helpful, but I think it could have been organized better for easier understanding.","Positive","Content Depth","0","92.3","2","The program was great, but I think a more structured timeline for each module would have been beneficial.","Positive","Pacing","0","47.2","2","I couldn’t have asked for a better program. It was well-structured, and I feel more prepared after completing it.","Improvement",NA,"0","0","0","1","0","1","1","0","0","1","'67501","Hutchinson","Reno County","KS"
"336","1987","Manager","0","17.4","2","I think the program could be better if there was more opportunity for collaboration with others.","Improvement",NA,"3","95.1","2","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"0","88.2","2","The program was extremely effective. The content was delivered perfectly, and I feel much more confident in the material.","Neutral","Content Depth","0","1","0","1","1","0","0","0","0","0","'63056","Leslie","Franklin County","MO"
"337","1981","Scientist","2","52.2","0","It was OK, but I think the program could have been better with more engagement and fewer lectures.","Improvement","Interactivity","3","67.4","-2","The program was excellent overall, but a few more hands-on activities would make it even more effective.","Neutral","Interactivity","1","80.7","-1","The program was spot-on. I felt like all my learning needs were met, and I feel prepared to apply the material.","Neutral",NA,"0","0","0","1","0","1","0","0","1","1","'16530","Erie","Erie County","PA"
"338","1981","Scientist","0","71.6","1","The content was helpful, but I think it could have been organized better for easier understanding.","Positive","Content Depth","0","28.2","2","I found the program to be very informative, but the pace was a bit quick. More time for questions would help.","Neutral","Pacing","0","30.8","-2","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"1","0","1","1","0","1","0","0","0","0","'03598","Whitefield","Coos County","NH"
"339","1988","Engineer","0","88.6","2","The content was decent, but it could use more depth. Overall, the program is OK for what it is.","Neutral","Content Depth","3","80.8","-2","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"3","78.1","2","The program was spot-on. I felt like all my learning needs were met, and I feel prepared to apply the material.","Neutral",NA,"0","1","0","1","0","0","0","0","1","1","'28091","Lilesville","Anson County","NC"
"340","1989","Manager","3","69.9","-2","The program is somewhat helpful, but I think it could be more tailored to individual needs.","Positive",NA,"0","26.4","-1","I feel like the program was very useful. More engagement in certain sections would help retain attention.","Positive","Interactivity","0","53.7","1","I couldn’t have asked for a better program. It was well-structured, and I feel more prepared after completing it.","Improvement",NA,"1","0","1","0","0","0","0","1","0","1","'32137","Palm Coast","Flagler County","FL"
"341","1978","Scientist","0","66.3","0","I think the program could be improved by making it more interactive and engaging with real-world examples.","Improvement","Interactivity","3","98.2","1","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"1","59.6","0","The program was spot-on. I felt like all my learning needs were met, and I feel prepared to apply the material.","Neutral",NA,"0","0","1","1","0","0","1","0","0","1","'18246","Rock Glen","Luzerne County","PA"
"342","1997","Engineer","0","40.7","2","The program is OK, but I didn’t feel like I learned as much as I had hoped.","Positive",NA,"0","22.6","-1","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","0","17.6","2","The program was fantastic. I feel it met all my learning needs and was incredibly informative.","Positive",NA,"1","1","0","1","0","0","0","0","1","0","'46234","Indianapolis","Marion County","IN"
